,Property.GFA...Self.Reported..ft_2.,Primary.Property.Type...Self.Selected,Weather.Normalized.Site.Energy.Use..kBtu.,Weather.Normalized.Site.Electricity..kWh.,Year.Built
9541,165728,Multifamily Housing,10441186.2,708400.5,1926
9542,131835,Multifamily Housing,9877690.1,620818.4,1926
9543,206989,Multifamily Housing,18540164.8,1425812.5,1928
9544,111568,Multifamily Housing,12004565,1706701.9,1900
9545,210000,Multifamily Housing,15725154.6,1481626.7,1931
9546,96038,Multifamily Housing,7378319.3,385755.1,1927
9547,78080,Office,5527371.5,1011614.4,2005
9548,137398,Multifamily Housing,10962889.4,605831.9,1927
9549,80000,Multifamily Housing,7174120.5,457828.9,1954
9550,151000,Multifamily Housing,17204388.3,1314397.8,1931
9551,134035,Multifamily Housing,8067621.4,1043268.8,1963
9552,114300,Multifamily Housing,10166967.3,986038.7,1912
9553,227200,Multifamily Housing,14934828,943463.6,1954
9554,59124,Multifamily Housing,3847605.6,272126.5,1924
9555,54940,Multifamily Housing,5226866.6,263602.1,1924
9556,78196,Multifamily Housing,4948959.3,378834,1925
9557,88547,Multifamily Housing,5258972.8,398426,1922
9558,134748,Multifamily Housing,11598924.8,2096653,1896
9559,178245,Multifamily Housing,11580058.1,810706.5,1940
9560,130864,Multifamily Housing,8492538.4,819438.9,1929
9561,157457,Multifamily Housing,14274368.9,1137248.9,1927
9562,233500,Multifamily Housing,17072731,1217008.5,1961
9563,87608,Multifamily Housing,8818830.2,1614080.4,2008
9564,449668,Multifamily Housing,27207940.3,2410815,1960
9565,292750,Multifamily Housing,35302705,1997258.7,1955
9566,169614,Multifamily Housing,13414118.9,2299422.2,2005
9567,248545,Multifamily Housing,4361537.3,1226759.8,1928
9568,91921,Multifamily Housing,5490345.3,447669.3,1951
9569,163188,Multifamily Housing,13224259.3,1649729.1,2003
9570,72888,Multifamily Housing,6674533.1,802793.7,1927
9571,113599,Multifamily Housing,6015932.4,592441.1,1908
9572,124820,Multifamily Housing,9362079.6,850060.2,1925
9573,73495,Multifamily Housing,7755547.7,373492.9,1928
9574,54192,Multifamily Housing,1823681.9,509244,1912
9575,135000,Multifamily Housing,8748605.3,770259.9,1906
9576,75345,Multifamily Housing,4730286.6,512031.8,1929
9577,138244,Multifamily Housing,8074094.8,773187.7,1940
9578,459259,Multifamily Housing,12984081.3,3592875.3,1987
9579,210715,Multifamily Housing,12448693.9,990448.8,1930
9580,53740,Multifamily Housing,4511005,429952.4,1926
9581,130000,Multifamily Housing,14866411.7,1083797.9,1924
9582,296023,Multifamily Housing,28613189.2,2667229.2,1930
9583,194355,Office,26995644.6,2936329.6,1960
9584,162631,Multifamily Housing,10108696.5,666509.2,1917
9585,56871,Multifamily Housing,4225343,232618.1,1917
9586,334854,Multifamily Housing,7231452.9,1898769.7,1931
9587,88182,Multifamily Housing,8102139.8,576009.1,1928
9588,74018,Multifamily Housing,5648283.9,460162.7,1915
9589,103583,Multifamily Housing,7610039.4,817860.3,1914
9590,61381,Multifamily Housing,4958741.6,655766.7,1920
9591,47531,Multifamily Housing,4731000.9,355608.9,1905
9592,196547,Multifamily Housing,13888022,1030792.1,1926
9593,127460,Multifamily Housing,10119623.6,704456.2,1960
9594,109200,Multifamily Housing,9933710.8,756860.6,1960
9595,117234,Multifamily Housing,11536206.7,686277.3,1922
9596,105934,Multifamily Housing,17350928.2,1924487.9,1911
9597,98766,Multifamily Housing,6510429.8,357150.8,1929
9598,78500,Multifamily Housing,2785583.3,266772.4,1917
9599,411952,Multifamily Housing,20359407.7,1559777.5,1982
9600,107645,Multifamily Housing,8314670.3,762038.9,1926
9601,120231,Multifamily Housing,9086720.8,510775.4,1929
9602,80992,Multifamily Housing,6578654.9,1437061.7,1927
9603,99617,Multifamily Housing,6133834.1,379188.7,1928
9604,150572,Multifamily Housing,10624056.6,1017328.4,1928
9605,100937,Multifamily Housing,9756972.6,677181.7,1962
9606,83140,Multifamily Housing,6192711.1,373809.9,1916
9607,138264,Multifamily Housing,11719105,641197.3,1915
9608,104201,Multifamily Housing,2780422.3,468256.4,2015
9609,57267,Office,3858338,1122985.1,2012
9610,80008,Office,4082744,840150.7,1929
9611,69928,Multifamily Housing,6997933.8,540111.7,1900
9612,50000,Multifamily Housing,4009288.1,261596.1,1925
9613,64812,Multifamily Housing,5404149.4,192968.3,1939
9614,121467,Manufacturing/Industrial Plant,2409319.3,119404.6,1943
9615,99169,Multifamily Housing,5630128.4,71436.5,1937
9616,77700,Multifamily Housing,5417614.2,158194.9,1939
9617,52928,Multifamily Housing,5007743.9,224209.3,1936
9618,72723,Multifamily Housing,5643557.5,482117.7,1992
9619,73446,Multifamily Housing,6993438.2,274137,1930
9620,145919,Multifamily Housing,12112663.2,815349.6,1963
9621,100154,Multifamily Housing,8572345.6,466440.3,1959
9622,200300,Office,13101532.1,3055261.3,1999
9623,166000,Multifamily Housing,9352107.9,798146.8,2003
9624,308018,Multifamily Housing,24441998.9,1295388.7,1985
9625,68593,Multifamily Housing,3498246,440086.2,2008
9626,1120000,Office,32736632.1,6915301.2,1920
9627,61875,Multifamily Housing,2900558,348229.1,1926
9628,60179,Multifamily Housing,4982886.3,55041,1929
9629,340000,Non-Refrigerated Warehouse,9450354.1,958088.4,1972
9630,100479,Senior Care Community,16316071.7,570398.4,1978
9631,95800,Multifamily Housing,6816994.7,155098.1,2009
9632,204525,Multifamily Housing,12691422.8,590362.9,1923
9633,55115,Multifamily Housing,4762500.4,290998.7,1930
9634,93240,Multifamily Housing,7192688.3,570810.6,1925
9635,55061,Multifamily Housing,4062319.6,214455,1923
9636,131573,Multifamily Housing,9291502.1,574118.7,1908
9637,151547,Multifamily Housing,11754215.4,909614.8,1929
9638,120905,Multifamily Housing,9573258.1,800606.9,1983
9639,155680,Multifamily Housing,8272272.7,974797.6,2007
9640,102900,Multifamily Housing,10980997.8,579112.2,1957
9641,232930,Multifamily Housing,22544597.5,2808031.3,1955
9642,140278,Multifamily Housing,11131859.6,773279.8,1929
9643,97677,Multifamily Housing,7261608,521881,1932
9644,428628,Multifamily Housing,51445373,3917333.5,1965
9645,140899,Multifamily Housing,9641468,521618.6,1928
9646,235529,Multifamily Housing,5296613.3,1238186.7,1920
9647,66927,Multifamily Housing,6380446.9,337179.2,1926
9648,52740,Multifamily Housing,4806451.7,354228.1,1916
9649,83130,Multifamily Housing,7407470.9,459824.4,1957
9650,294123,Multifamily Housing,29301776.8,1092812.1,1954
9651,68827,Multifamily Housing,6935355.2,605796.5,2008
9652,125264,Multifamily Housing,11660251.2,953486,1959
9653,64622,Multifamily Housing,5467954.9,308935.1,1925
9654,259240,Multifamily Housing,19968101.8,1784562.3,1925
9655,91170,Multifamily Housing,3137985.1,607248.3,1920
9656,170711,Multifamily Housing,24119397.2,2059667.8,1985
9657,204841,Multifamily Housing,29082344.6,1869968.1,1969
9658,158750,Multifamily Housing,14411749.3,1011181.2,1956
9659,209706,Multifamily Housing,23496878.8,1875009.8,1958
9660,184489,Multifamily Housing,11620562.3,1783852.9,1963
9661,185127,Multifamily Housing,5178477,851692.5,1982
9662,97500,Multifamily Housing,5164142.2,409997.7,1900
9663,458256,Multifamily Housing,34046126.7,2886219.3,1991
9664,86786,Multifamily Housing,10541692.6,621822.3,1964
9665,59523,Multifamily Housing,5994602.2,282216.3,1963
9666,385105,Multifamily Housing,35261391.2,2291551.7,1962
9667,65721,Multifamily Housing,1011680.9,263829.6,1927
9668,316892,Multifamily Housing,31876066.3,2185935.5,1970
9669,313721,Multifamily Housing,24558553.9,2368520.7,1973
9670,215606,Multifamily Housing,17390551.3,1845222.5,1968
9671,127250,Multifamily Housing,9153623.5,612090,1930
9672,176129,Multifamily Housing,19371148.5,1150408.9,1959
9673,144776,Multifamily Housing,11557438.9,680393.1,1961
9674,172396,Multifamily Housing,25480337.2,1346671.5,1964
9675,53250,Multifamily Housing,5979003.1,517169,1925
9676,76624,Multifamily Housing,5027564.1,788397.2,2007
9677,140436,Multifamily Housing,7611596.3,952940.9,1964
9678,265616,Multifamily Housing,17757485.9,1603261.1,1955
9679,52131,Multifamily Housing,6821785.2,673580.1,2008
9680,123844,Multifamily Housing,10595406.5,864628.9,1955
9681,117168,Multifamily Housing,11699758.1,676330.5,1924
9682,95573,Multifamily Housing,10959827.5,930688.7,1986
9683,91405,Senior Care Community,12102304.2,905805.1,1979
9684,70790,Multifamily Housing,6046686.2,243692.3,1926
9685,56610,Multifamily Housing,5620188,312171,1928
9686,83500,Multifamily Housing,5053317.3,187803.1,1905
9687,70436,Multifamily Housing,6635104.5,372117.4,1924
9688,71500,Multifamily Housing,6288864.1,260491.5,1926
9689,58621,Multifamily Housing,4554471,194853.8,1921
9690,108711,Multifamily Housing,10838750.1,381505.2,1949
9691,134250,Distribution Center,3138910.9,710649.9,1938
9692,77175,Manufacturing/Industrial Plant,1546182.6,309057.8,1950
9693,78000,Multifamily Housing,7411066.3,579327,1929
9694,62695,Multifamily Housing,5362923.8,541614,1968
9695,196031,Multifamily Housing,16468134.9,1489115.6,1960
9696,32895,Multifamily Housing,3478437.7,348195.6,1928
9697,67132,Multifamily Housing,4701361.4,927536.5,1911
9698,202142,Multifamily Housing,17675945.9,1578841.4,1985
9699,215156,Multifamily Housing,14942788.2,4379480.2,1991
9700,60682,Multifamily Housing,10230201.5,667287.5,1906
9701,89614,Multifamily Housing,10097768.3,518289.8,1930
9702,71210,Multifamily Housing,7614867.8,288562.6,1920
9703,180655,Office,9851235.8,1656685.5,1966
9704,327899,Multifamily Housing,53611477,7916233.5,1974
9705,64230,Multifamily Housing,4804831.1,382608.6,1988
9706,134096,Mixed Use Property,6750830.6,401236.3,2003
9707,462539,Multifamily Housing,29297386.4,2304114.3,1930
9708,174421,Multifamily Housing,14784332.4,1209105.1,1928
9709,69490,Multifamily Housing,4048985,320697.4,1901
9710,58469,Multifamily Housing,4769268,185816.3,1912
9711,206543,Multifamily Housing,13268923,2236620,2005
9712,128614,Multifamily Housing,12273032.6,1686168.7,2009
9713,65100,Multifamily Housing,5053253.4,203141.5,1937
9714,68250,Multifamily Housing,5665018.4,233049.8,1959
9715,57500,Multifamily Housing,6508695.1,291990,1940
9716,90659,Multifamily Housing,10390999,362852.6,1941
9717,68821,Multifamily Housing,4282384.7,297085.1,1907
9718,64898,Manufacturing/Industrial Plant,4059195.1,295880,1931
9719,153137,Multifamily Housing,15063057,1238387.4,1929
9720,65919,Multifamily Housing,9249090.9,715439.5,1920
9721,78678,Multifamily Housing,9286784.6,457069.4,1915
9722,57650,Self-Storage Facility,643674.4,188650.1,1918
9723,58355,Self-Storage Facility,360946.7,105787.4,1914
9724,148229,Self-Storage Facility,1239825,363313.3,1929
9725,91388,Self-Storage Facility,466098.2,136605.6,1908
9726,104234,Self-Storage Facility,531847.9,155875.7,1911
9727,92400,Self-Storage Facility,4840545.2,284,1929
9728,54968,Office,6826362.3,1334550.7,1915
9729,65730,Office,4559021.3,801572.6,1912
9730,76590,Multifamily Housing,5495404,291149.7,1921
9731,73326,Multifamily Housing,11052437.2,326764.4,1925
9732,73926,Multifamily Housing,8543034.6,333421.5,1949
9733,140801,Multifamily Housing,13657736.7,906885.5,2006
9734,194300,Multifamily Housing,20583286.7,1096916.6,1927
9735,69000,Office,3690609.9,391414.9,1960
9736,59000,Multifamily Housing,5231901.2,200427.8,1934
9737,53000,Non-Refrigerated Warehouse,1528152.4,201019.9,1965
9738,167272,Non-Refrigerated Warehouse,1514065.7,239339.3,1964
9739,99750,Non-Refrigerated Warehouse,2068842.7,5393,1964
9740,110000,Distribution Center,2589248.6,287955.6,1960
9741,100000,Self-Storage Facility,917257,193656.8,1920
9742,95436,Performing Arts,10112356.6,1608944.4,2003
9743,66614,Multifamily Housing,6590623.1,299377.8,1925
9744,146860,Self-Storage Facility,2378735.7,284160,1905
9745,54050,Multifamily Housing,6101273.2,493481.4,1910
9746,59650,Office,2859649.5,494026.4,1900
9747,52550,Multifamily Housing,2904214.9,236392,1910
9748,77800,Senior Care Community,7414865.4,320938.2,1994
9749,160000,Multifamily Housing,3030069,727034.6,1954
9750,122135,Multifamily Housing,7736667,1349313.5,2009
9751,42292,Multifamily Housing,1302843.9,381841.7,2009
9752,36252,Multifamily Housing,773789.6,122485.3,1930
9753,110383,Residence Hall/Dormitory,13580492.2,1254494.5,1929
9754,72052,Hotel,10247935.8,1279374.1,2009
9755,105000,Multifamily Housing,2224592.5,449673.7,1928
9756,101790,Multifamily Housing,3143061.1,869187.9,1902
9757,89250,Office,4936208.9,686513,1908
9758,50932,Multifamily Housing,5474979.9,876041.3,1910
9759,123700,Multifamily Housing,6334437.1,936011,1914
9760,96284,Multifamily Housing,12611418.6,2877163.8,1920
9761,78121,Multifamily Housing,6406411.1,802517.5,1963
9762,116011,Multifamily Housing,7632372.7,1361420.6,2009
9763,67241,Multifamily Housing,5489962,267816.9,1939
9764,167707,Multifamily Housing,6864138.1,1989653.2,1928
9765,100333,Multifamily Housing,6795302.3,207517.9,1946
9766,168495,Multifamily Housing,14533734.2,1201343.5,1959
9767,394788,Multifamily Housing,26278478.7,1842360.6,1961
9768,95956,Multifamily Housing,8811830.9,510552.9,1963
9769,76807,Multifamily Housing,6649816,411348.8,1912
9770,70533,Multifamily Housing,3262168.4,572997.7,2013
9771,159887,Multifamily Housing,11033522.5,1360210.6,2009
9772,178206,Multifamily Housing,16737873.2,2344797.3,1986
9773,115160,Multifamily Housing,8046262.2,1150283.6,2007
9774,88998,Multifamily Housing,7464475,1472943.1,1917
9775,60000,Multifamily Housing,3221723.4,230738.6,1904
9776,645178,Multifamily Housing,42239969.6,5396922.8,2009
9777,587924,Multifamily Housing,57850245.1,7110714.3,2010
9778,425421,Multifamily Housing,34343064.2,3570487.7,2007
9779,313240,Multifamily Housing,18193939.8,2811326.9,2006
9780,227348,Multifamily Housing,20696812.5,2459085.8,1963
9781,94933,Multifamily Housing,6622890.1,374964.8,1928
9782,62857,Multifamily Housing,7255561.9,1164053.8,1951
9783,36755,Multifamily Housing,4063710.1,595315.5,2005
9784,68294,Multifamily Housing,2896539.6,490492.6,1910
9785,70909,Multifamily Housing,9146532,432698.2,1966
9786,212671,Multifamily Housing,15749463.3,2631858,2010
9787,274750,Multifamily Housing,16376643.5,1513777.9,1984
9788,64055,Medical Office,2468829.1,584518.4,1900
9789,229312,Multifamily Housing,14243272.9,896102.7,1929
9790,143004,Multifamily Housing,9602354.9,1517743,2007
9791,343110,Multifamily Housing,34276115.5,2037419.2,1960
9792,166217,Multifamily Housing,12008156.8,2368977.4,1913
9793,173672,Multifamily Housing,18295080.4,3037429.8,2009
9794,63107,Multifamily Housing,4594254.9,567722.7,2009
9795,52356,Multifamily Housing,3210010.1,173460.5,1936
9796,222664,Multifamily Housing,28402182,1307142.1,1960
9797,51400,Non-Refrigerated Warehouse,3285411.9,231962.2,1957
9798,233230,Hotel,23022197.7,3592759.7,1989
9799,92305,Multifamily Housing,3936512.9,1153725.8,2010
9800,139253,Office,13613398.3,2717697.2,1990
9801,110000,Office,18574035,2133947.8,1962
9802,338000,Multifamily Housing,24218780.8,3015735,1940
9803,95000,Senior Care Community,12077380.1,1100600.8,1950
9804,215820,Multifamily Housing,6025275.3,1765907,1991
9805,62816,Multifamily Housing,2128930.5,623953.8,2000
9806,130000,Multifamily Housing,3856176.3,1130180.5,1994
9807,100000,Non-Refrigerated Warehouse,4922499.8,260390.6,1962
9808,263259,Multifamily Housing,25247543.8,1962247.1,1910
9809,98642,Senior Care Community,13054322.5,1372654.7,1960
9810,82200,Other - Specialty Hospital,5863117,1294602.1,1950
9811,197509,Museum,43458148.8,4612574.8,1938
9812,127566,Multifamily Housing,12663549.7,621502.4,1928
9813,200000,Office,10247535,1449040.8,1926
9814,159000,Office,10741514,2414184.5,1921
9815,88503,Hotel,5571996.1,1022243.7,2015
9816,986133,Hotel,63579429.8,11663166.9,1971
9817,59963,Hotel,4529281.2,830797.4,2009
9818,61700,Hotel,4760869.5,873437.6,2010
9819,103133,Hotel,7900235.2,1449336.1,2013
9820,101000,Multifamily Housing,5247614.4,425834.9,2008
9821,121796,Multifamily Housing,10061639.8,702316.5,2004
9822,85127,Multifamily Housing,7540672.8,1043587,2000
9823,111927,Multifamily Housing,11810730.9,1570522.7,2009
9824,104539,Multifamily Housing,9695217.5,797911.6,2006
9825,62515,Multifamily Housing,5145307.8,314067,2013
9826,364529,Multifamily Housing,42056504.8,1050222.1,1960
9827,137137,Multifamily Housing,10075235.4,821420.8,2006
9828,65130,Multifamily Housing,5710760.4,314067,1925
9829,104437,Multifamily Housing,9846090.6,821420.8,2006
9830,238425,Multifamily Housing,27801632.6,1501359.2,1970
9831,102416,Multifamily Housing,15691818.4,1491734.7,1960
9832,142500,Multifamily Housing,3987162.2,855235,1963
9833,114648,Multifamily Housing,9385919.9,659548.2,2013
9834,155122,Multifamily Housing,15364794.3,1430289.4,1970
9835,143836,Multifamily Housing,11647859.7,311880.1,1971
9836,143836,Multifamily Housing,12274474.1,466627.3,1971
9837,98592,Multifamily Housing,5867400.1,519052.9,2010
9838,66466,Multifamily Housing,5126210.4,314067,2013
9839,129651,Multifamily Housing,8781158.7,519052.9,1997
9840,438400,Multifamily Housing,40519380.4,1479142.6,1960
9841,143545,Multifamily Housing,9688007.6,805005,1972
9842,88228,Multifamily Housing,7083734,877273.8,2009
9843,118041,Multifamily Housing,5642364.3,314067,1928
9844,67000,Mixed Use Property,4735347.6,282536.3,1935
9845,46000,Hotel,5750390,791353,2006
9846,45800,Multifamily Housing,9762442.1,113693.5,1948
9847,135900,Multifamily Housing,20155323.1,271701.3,1948
9848,82800,Multifamily Housing,12799407.7,175069,1948
9849,82400,Multifamily Housing,12234987.3,186124,1948
9850,74555,Multifamily Housing,1571281.4,428998.4,1925
9851,120000,Multifamily Housing,11594750.6,1945605.1,1971
9852,54700,Office,5523420.1,491981.6,1916
9853,65000,Office,4931072.5,721461.8,1916
9854,375225,Multifamily Housing,12107099.8,1878387.4,1972
9855,59962,Multifamily Housing,7093333.6,233040.3,1931
9856,140000,Multifamily Housing,13281763.1,552446.7,1960
9857,63430,Multifamily Housing,6582265.7,209564.9,1937
9858,199500,Multifamily Housing,30127714.8,4612492.8,1971
9859,86275,Multifamily Housing,7812288.3,1367600.2,1971
9860,676807,Office,54167124.2,9783256.7,1958
9861,347545,Office,40977993.9,5087437.1,1971
9862,61740,Multifamily Housing,4747289.9,24645.5,1930
9863,51500,Multifamily Housing,2693925.2,251647.2,1906
9864,57720,Multifamily Housing,1804907.2,435154.2,1920
9865,134696,Multifamily Housing,12980758.6,1150219.1,1928
9866,54978,Retail Store,2241706.7,516239.9,1952
9867,78150,Residential Care Facility,5117593.9,918347.6,1950
9868,54187,Multifamily Housing,3774754.9,25617.8,1930
9869,1093934,Office,65792618.8,15798502.7,1987
9870,1047777,Financial Office,69844078.9,19670802.3,1982
9871,1283579,Office,74880217.7,14304464.5,1929
9872,769421,Office,51875711.3,10098255.4,1951
9873,777658,Office,49942262.4,8619205.1,1955
9874,2993388,Office,311933332.2,40268091.6,1963
9875,265371,Office,11445856.5,3354588.2,1927
9876,78719,Manufacturing/Industrial Plant,2553773.8,468658,1919
9877,396109,Office,42566620.2,6334657.3,1939
9878,856000,Office,73381517.9,15058874.6,2006
9879,170000,Other,31459542.1,3285807.2,1972
9880,167073,Senior Care Community,17305145.8,1548366.4,1995
9881,60460,Other - Lodging/Residential,5889771.5,1179456,1927
9882,316942,Office,32751709.2,8345640,1996
9883,72000,Hotel,4532389.3,1305171.5,1910
9884,223276,Multifamily Housing,26267992.3,1257863.9,1930
9885,165000,Refrigerated Warehouse,7176357,268000.5,1960
9886,106583,Non-Refrigerated Warehouse,3784677.8,60454.7,1910
9887,80000,Non-Refrigerated Warehouse,5403049.5,591085.5,1925
9888,116003,Multifamily Housing,9695885.7,574808.7,1929
9889,59710,Multifamily Housing,6700797.5,242301.7,1940
9890,80700,Multifamily Housing,5826735,69164.4,1925
9891,98300,Worship Facility,2607352,439355,1919
9892,72890,Multifamily Housing,5468035.9,721879.5,1914
9893,112958,Multifamily Housing,12395876.5,749478.4,1924
9894,126107,K-12 School,8586679.5,362090.6,1925
9895,67589,Multifamily Housing,3852388.8,890198.8,2011
9896,58370,Multifamily Housing,7491836.6,251269.6,1920
9897,80565,Multifamily Housing,6921667.6,273115.1,1928
9898,54750,Other,4208718,414975.2,1967
9899,69665,Multifamily Housing,7257102.4,429829.3,1901
9900,56500,Multifamily Housing,6262934.8,194699.8,1924
9901,58400,Manufacturing/Industrial Plant,802116.8,183735.8,1950
9902,70509,Multifamily Housing,5641711.6,295175.9,1903
9903,125000,Multifamily Housing,11655206.6,470160.5,1942
9904,134673,Multifamily Housing,13655486.1,640240.1,1961
9905,73500,Multifamily Housing,10159450.1,776465.6,1929
9906,67474,Multifamily Housing,6017428.1,327857.6,1903
9907,85842,Office,5934766.5,1068355.2,1930
9908,98000,Other,9556246.7,2682218.3,1998
9909,51525,Hotel,11022056.3,1248547.6,1999
9910,82500,Multifamily Housing,7367942.7,543225.5,1927
9911,53000,Retail Store,1189903.7,240482.8,1960
9912,57148,Multifamily Housing,5644279.5,328046.5,1929
9913,121580,Multifamily Housing,8747361.1,567494.1,1902
9914,52000,Multifamily Housing,5302493.7,243480.9,1926
9915,82524,Multifamily Housing,7155467.5,538419.5,1928
9916,71120,Supermarket/Grocery Store,5490863.6,1609279.9,1981
9917,55000,Strip Mall,5469383.3,1602984.4,1920
9918,66162,Multifamily Housing,7396971.2,328044.4,1926
9919,101200,Multifamily Housing,8499588.5,511447.4,1941
9920,199803,Multifamily Housing,10104237.3,1882293.7,1901
9921,278782,Multifamily Housing,26934706.3,3480257.2,1926
9922,92403,Worship Facility,2341476.2,262551.6,1986
9923,200000,Multifamily Housing,14875949.4,1589279.4,1958
9924,67950,Office,12677575.3,2126348.3,1926
9925,64064,Worship Facility,2800453.3,196065.9,1952
9926,56830,Multifamily Housing,1846002,287365.1,2009
9927,68000,Office,8712732.4,690941.5,1911
9928,110553,Office,8329886.1,1700607.2,1924
9929,312019,Office,17997157.5,3390349.3,1954
9930,61750,Multifamily Housing,5267337.8,353350.8,1950
9931,101262,Multifamily Housing,13360242.9,752633.7,1926
9932,107920,Multifamily Housing,12532036.1,454483.6,1928
9933,88872,Other,6081713.1,884185.2,1902
9934,64260,Senior Care Community,13014525.2,1844462.5,2009
9935,62612,Other,5030240.1,887133.9,1904
9936,107637,Office,6732391.8,1255501,1907
9937,54657,Multifamily Housing,5701535.1,711689.4,2000
9938,82530,Multifamily Housing,8067385.9,426159.7,1928
9939,474403,Office,18809057.5,3456017,1948
9940,29303,Multifamily Housing,2358088.6,120155.2,1925
9941,126760,Multifamily Housing,5465056.3,678166,1927
9942,80652,Multifamily Housing,10356799.5,794076.6,1963
9943,113373,Performing Arts,9707507,340414.9,1930
9944,375327,Multifamily Housing,19238174.2,2260721.1,2015
9945,71180,Office,5100902.9,1002718.7,1928
9946,214629,Office,10574994.2,3099353.1,1974
9947,163000,Office,4633837.5,339962.5,1991
9948,66825,Multifamily Housing,2351533.8,119826.1,1957
9949,166200,Office,18854114.4,2442300.3,1972
9950,74614,Multifamily Housing,5105534.4,314527.2,2006
9951,98832,Multifamily Housing,8045846.7,350769.2,1928
9952,99000,Multifamily Housing,4082578.3,463764.6,1923
9953,105301,Hotel,10183511.3,974155.1,1933
9954,81050,Multifamily Housing,6737582.6,767235.7,2001
9955,57941,Multifamily Housing,5760550.1,367461.4,1929
9956,389059,Office,16728816.1,3033126.7,1908
9957,108000,Ice/Curling Rink,23714109.7,2389500.7,1945
9958,314360,Multifamily Housing,24862618.9,4316940.4,2005
9959,500251,Office,26226511.9,4813911.3,1912
9960,52500,Multifamily Housing,3908283.9,275613.3,1920
9961,55037,Multifamily Housing,2690911.8,298881.7,1900
9962,87000,Multifamily Housing,7602836.9,363528.6,1928
9963,188760,Senior Care Community,36981803.4,1863985.9,1974
9964,87036,Senior Care Community,14947248.7,1109629,1975
9965,67200,Multifamily Housing,6255165.1,261653.8,1924
9966,57660,Multifamily Housing,4565293.2,233455.3,1941
9967,78000,Multifamily Housing,9234782.4,376919.2,1937
9968,52805,Multifamily Housing,4472027.1,244480.2,1922
9969,58500,Multifamily Housing,8483655.2,333131.2,1927
9970,60775,Multifamily Housing,3569950.6,178457.7,1927
9971,72666,Multifamily Housing,7359946.9,463148.8,1929
9972,61337,Multifamily Housing,8524561.2,643997.6,1935
9973,58232,Multifamily Housing,4493429.7,200619.3,1938
9974,66710,Multifamily Housing,5533573.2,289947.6,1928
9975,91617,Multifamily Housing,9527465.4,669543.7,1936
9976,57000,Multifamily Housing,5858108.9,280839,1937
9977,68546,Multifamily Housing,6519298.2,437188.2,1929
9978,92676,Multifamily Housing,7772523.4,432707,1929
9979,58000,Multifamily Housing,4773998.5,274733.5,1931
9980,144354,Multifamily Housing,11557319.1,282371.6,1940
9981,62976,Multifamily Housing,6715036.9,388233.7,1927
9982,65832,Multifamily Housing,7393841.3,529224.8,1937
9983,55146,Multifamily Housing,4581942.2,457103.5,1921
9984,67000,Multifamily Housing,8453250.2,979290.3,2003
9985,68500,Multifamily Housing,5619266.2,288286.9,1927
9986,98438,Multifamily Housing,7644967.1,359901.6,1936
9987,61000,Multifamily Housing,5078677.5,251551.3,1927
9988,51040,Multifamily Housing,3984548.8,172606,1929
9989,64368,Multifamily Housing,6221406.3,289520.9,1928
9990,75600,Multifamily Housing,5804806.9,299021.2,1929
9991,79500,Multifamily Housing,7416411.7,363577,1937
9992,88200,Multifamily Housing,6854469.3,413568.3,1927
9993,2911536,Office,347248421.2,110916652.2,1939
9994,100630,Office,5400082.3,52587,1925
9995,216000,Other - Technology/Science,95787247.1,26071196.2,1995
9996,76400,Multifamily Housing,4916714.2,400698.8,1985
9997,72486,Multifamily Housing,4891120.1,316890.2,2009
9998,79659,Multifamily Housing,7611020.3,443959,2005
9999,85404,Multifamily Housing,8998815.5,379294.6,1928
10000,69960,Multifamily Housing,6263347.3,351476.4,1931
10001,72486,Multifamily Housing,5062237.3,348566.2,2009
10002,65730,Multifamily Housing,5733876.6,382815.3,1998
10003,105000,Multifamily Housing,8026751.2,452044.7,1998
10004,276018,Multifamily Housing,21420837.2,1286371.6,1978
10005,69443,Multifamily Housing,3967052.9,196498.5,1950
10006,126533,Non-Refrigerated Warehouse,2789928.7,164229.2,1939
10007,27450,Hotel,2342953.9,495878.4,2006
10008,68935,Hotel,7777562.5,1316027.8,2013
10009,84280,Hotel,6664465.5,947560.6,2005
10010,80000,Hotel,6322730.1,879173.2,2006
10011,31000,Hotel,3596154.4,514135.8,2013
10012,57706,Hotel,6274085.9,995783.5,2008
10013,17778,Hotel,2426935,513257.6,2007
10014,44120,Hotel,3393172.9,482824.6,2008
10015,85000,Hotel,9146479.7,1398253.2,2014
10016,59150,Hotel,7896003,841698.2,2008
10017,277200,Multifamily Housing,31311692.3,5325787.6,1974
10018,51072,Office,5208934.1,625106,1920
10019,109000,Hotel,14073105.6,2515999.7,2010
10020,150000,Hotel,25792914.4,5417200.9,2014
10021,191000,Mixed Use Property,5388377.4,504042.4,1957
10022,510613,Multifamily Housing,39013358.5,5962642.1,1972
10023,50000,Hotel,3513158.6,445034.7,1994
10024,623806,Multifamily Housing,27334935,3639429.5,1964
10025,102966,Multifamily Housing,11498567.7,823671.7,2006
10026,83268,Multifamily Housing,7178646.1,476072.9,1991
10027,532000,Hotel,34700003.2,6516631.3,2013
10028,320000,Hotel,40633340.9,4791359.2,1960
10029,60200,Multifamily Housing,5790873.9,423517.5,1998
10030,2046455,Multifamily Housing,246457492.6,11713844.5,1974
10031,65000,Multifamily Housing,4005609.3,202822.6,1927
10032,56678,Multifamily Housing,3956948.6,628583.5,1985
