,Property.GFA...Self.Reported..ft_2.,Primary.Property.Type...Self.Selected,Weather.Normalized.Site.Energy.Use..kBtu.,Weather.Normalized.Site.Electricity..kWh.,Year.Built
3864,79622,Non-Refrigerated Warehouse,6059708.9,796305.4,1900
3865,76805,Multifamily Housing,1686507.3,344433.2,1905
3866,247530,Multifamily Housing,16048848.7,1186542.8,1963
3867,87016,Office,8224031.4,1253721.9,1958
3868,80293,Multifamily Housing,16890899.8,1503045.8,1901
3869,66836,Multifamily Housing,7374828,232385.8,1941
3870,68827,Multifamily Housing,10142986,323380.9,1941
3871,87941,Multifamily Housing,7777781.4,344402,1915
3872,116908,Multifamily Housing,8588551.9,634646.7,1961
3873,82384,Multifamily Housing,3963474.5,414758.2,1965
3874,206334,Office,22633325.3,3798144.7,1912
3875,67000,Multifamily Housing,3506025,684788.9,2007
3876,102000,Multifamily Housing,4836317.7,813619.1,1942
3877,80000,Multifamily Housing,6549119.4,1376548.9,1914
3878,59844,Multifamily Housing,4610959,230021.1,1915
3879,74720,Multifamily Housing,5183212,1329897.8,2012
3880,90000,Multifamily Housing,4334343.8,636895.9,1920
3881,57350,Multifamily Housing,4201539.1,240499.6,1931
3882,61318,Multifamily Housing,5565056.6,689841.9,1900
3883,109042,Multifamily Housing,7550173.7,480879.2,1964
3884,67984,Multifamily Housing,5001339.8,203618.7,1931
3885,61950,Multifamily Housing,5348135.9,324754,1962
3886,126714,Multifamily Housing,10851346.6,555233.9,1958
3887,94990,Multifamily Housing,7421809.2,42549,1950
3888,155526,Multifamily Housing,12836480.4,577069.4,1954
3889,94990,Multifamily Housing,6834813,319024.9,1950
3890,81032,Multifamily Housing,6697515.7,269892.6,1941
3891,109366,Multifamily Housing,11360956.6,449941.1,1949
3892,60106,Multifamily Housing,6693737.4,264620,1951
3893,77733,Multifamily Housing,5984536.7,272849.9,1955
3894,154818,Multifamily Housing,12641648.9,478182.9,1954
3895,79120,Multifamily Housing,6951948.2,267457.2,1951
3896,66400,Office,4415849.4,652574.8,1922
3897,138635,Multifamily Housing,1929827.2,565599.9,1955
3898,74379,Multifamily Housing,1929827.2,565599.9,1892
3899,89453,Multifamily Housing,8314779.9,1303439,1912
3900,81862,Multifamily Housing,4709400.7,291047.5,1928
3901,76221,Multifamily Housing,10714978.3,859488.9,1923
3902,61600,Multifamily Housing,5485904.9,253390.5,1940
3903,53000,Multifamily Housing,3667831.1,181515.4,1926
3904,175000,Multifamily Housing,15198123.9,871343.3,1965
3905,68752,Multifamily Housing,5766797.9,393056,1928
3906,230237,Office,20386232.4,3081868.2,1928
3907,94311,Multifamily Housing,7646025.9,352213.5,1928
3908,100282,Multifamily Housing,15266294.5,308926.5,1928
3909,58530,Multifamily Housing,4789154.3,199544.4,1910
3910,62000,Multifamily Housing,6886852,262867.8,1921
3911,89472,Senior Care Community,9542149.6,716507.8,1976
3912,139906,Multifamily Housing,17054372.7,1011029,1975
3913,68533,Multifamily Housing,5808043.8,355084.1,1923
3914,83058,Multifamily Housing,7658307.2,286895.5,1928
3915,144925,Office,13836284.6,2237570.5,1928
3916,550667,Manufacturing/Industrial Plant,120208325.3,24875069.6,1994
3917,2350,Office,277002.1,12723.1,1930
3918,105074,Multifamily Housing,4148104.6,1215739.8,2005
3919,75000,Multifamily Housing,7196628.9,328696.5,1931
3920,58740,Office,4109770.6,628737.4,1931
3921,70000,Multifamily Housing,6116250,699955.9,1986
3922,207000,Office,15110849.1,3869663.7,2001
3923,81586,Multifamily Housing,7129093,426067.9,1961
3924,60879,Multifamily Housing,5926537.8,183787.4,1938
3925,155100,Multifamily Housing,3668015.3,912665.6,1960
3926,84016,Multifamily Housing,6879729.6,419892.8,1961
3927,1049811,Mixed Use Property,163161383.6,38872080.2,2001
3928,58810,Multifamily Housing,2878289.3,175427.7,1942
3929,75500,Multifamily Housing,3756828.1,243616.3,1940
3930,53464,Office,5156910.2,364773.6,1914
3931,73500,Multifamily Housing,4748557.9,524278.5,1915
3932,85550,Multifamily Housing,12350439.2,482181.8,1935
3933,72000,Multifamily Housing,5087947,263562.5,1925
3934,81837,Multifamily Housing,7305670.6,314371.3,1925
3935,105000,Multifamily Housing,6901992.6,371150,1930
3936,61554,Multifamily Housing,5308387.6,350400.7,1920
3937,51528,Multifamily Housing,2811178.7,248435.4,1930
3938,71511,Multifamily Housing,5608799.1,281796.6,1927
3939,74130,Multifamily Housing,6218611.2,291278.6,1960
3940,73206,Multifamily Housing,4762600.9,222846.3,1932
3941,66000,Multifamily Housing,4842136.8,182374.6,1935
3942,52920,Multifamily Housing,4104753,176514.3,1930
3943,52668,Multifamily Housing,5274703.9,222889.1,1934
3944,77770,Multifamily Housing,7209515.8,353660.4,1963
3945,142441,Multifamily Housing,18934766.5,NA,1963
3946,58560,Multifamily Housing,3753314.7,581569.3,2004
3947,66990,Multifamily Housing,6512041.6,390576,1920
3948,90376,Multifamily Housing,9902508.6,1504745.9,2004
3949,51500,Multifamily Housing,1666708.5,298799.9,2010
3950,59457,Multifamily Housing,7068655.9,228607.4,1929
3951,52000,Multifamily Housing,5870734.9,189983.3,1929
3952,109938,Multifamily Housing,10193212.3,577329.9,1988
3953,107595,Multifamily Housing,9598260.7,439219.6,1928
3954,61477,Multifamily Housing,6937481.7,255094.6,1939
3955,91599,Multifamily Housing,5722379.6,254600.5,1956
3956,114168,Multifamily Housing,2325603.1,388599.9,1936
3957,95684,Multifamily Housing,9999602.9,621413.2,1951
3958,96752,Multifamily Housing,9474527.4,519463.5,1963
3959,85396,Multifamily Housing,8221804.3,467439.7,1955
3960,76956,Multifamily Housing,8402559,449113.1,1953
3961,147000,Multifamily Housing,17418563.4,762543.9,1954
3962,105000,Multifamily Housing,9468395,600572.2,1954
3963,85260,Multifamily Housing,6845093.4,296342.1,1957
3964,56000,Multifamily Housing,5216823.2,231311.6,1964
3965,117294,Multifamily Housing,2697720.3,398306,1940
3966,83550,Multifamily Housing,7380527.7,381410.3,1961
3967,152250,Multifamily Housing,8159085.4,445188.9,1930
3968,73528,Multifamily Housing,4121530.2,189287.3,1937
3969,102881,Multifamily Housing,7368783.1,527133,1929
3970,74242,Multifamily Housing,8975935,178584.9,1940
3971,101613,Multifamily Housing,8979988.2,446059.1,1963
3972,94273,Multifamily Housing,9304592.6,413941.3,1960
3973,101613,Multifamily Housing,18866765.5,424379.6,1963
3974,164168,Multifamily Housing,9412262.9,529719.5,1991
3975,105530,Multifamily Housing,1676727.3,430752.4,1959
3976,98046,Multifamily Housing,6157719.1,446195.4,1926
3977,88585,Multifamily Housing,6365607,262860.7,1929
3978,110701,Multifamily Housing,3488795.9,404150.5,1912
3979,62213,Multifamily Housing,5303172.9,207200,1925
3980,88382,Multifamily Housing,7060540.5,299878.4,1929
3981,58854,Multifamily Housing,5135078.4,208204.4,1931
3982,71820,Multifamily Housing,1539518.6,451207,1938
3983,87549,Multifamily Housing,8871061.8,331246.3,1926
3984,101452,Multifamily Housing,6934780.4,645433.6,2006
3985,75350,Multifamily Housing,4243087.4,649885.9,2006
3986,175297,Mixed Use Property,2344245.2,331930,1925
3987,142000,Multifamily Housing,3778386,547700.9,1927
3988,66984,Multifamily Housing,6535446.7,725190.4,1907
3989,130898,Multifamily Housing,13808222.3,1315201.1,2007
3990,68925,Multifamily Housing,1957406.4,573682.9,2013
3991,66044,Multifamily Housing,4388442.8,494443.8,2007
3992,93048,Multifamily Housing,5610517,607300.1,1987
3993,144950,Multifamily Housing,14557887.1,670981.3,2019
3994,125148,Multifamily Housing,11128511.4,484118.8,1941
3995,115600,Multifamily Housing,8072881.1,326777,1955
3996,80000,Multifamily Housing,6238779.9,302458.6,1958
3997,108700,Multifamily Housing,10936124.6,520387.1,1949
3998,110000,Multifamily Housing,8981593.1,614401,1927
3999,207100,Multifamily Housing,12567702.4,659676.1,1950
4000,228891,Multifamily Housing,18424150.9,849681,1953
4001,82300,Multifamily Housing,6910779.4,334925,1961
4002,80000,Multifamily Housing,6593907.7,309762.4,1955
4003,152900,Multifamily Housing,16111869.7,919233.9,1969
4004,80117,Multifamily Housing,7079991.3,451663.2,1957
4005,62601,Multifamily Housing,5894843.5,332489.4,1959
4006,121500,Multifamily Housing,10474242.2,518254.2,1965
4007,130400,Multifamily Housing,10099882,444500,1934
4008,109206,Multifamily Housing,9034275.1,434685.7,1958
4009,148000,Multifamily Housing,14174803.3,427266.3,1928
4010,84925,Multifamily Housing,6849583.5,365117,1970
4011,84890,Multifamily Housing,8719184.7,333415.8,1940
4012,219744,Multifamily Housing,23758027.5,1312580.2,1963
4013,107627,Multifamily Housing,8874131.9,494789.4,1961
4014,130570,Multifamily Housing,8593405.8,446632.1,1961
4015,52000,Non-Refrigerated Warehouse,5107559.5,1496939.9,1950
4016,120745,Multifamily Housing,10591598.5,723897.4,1938
4017,70800,Multifamily Housing,4042784.6,176118.4,1925
4018,59026,Multifamily Housing,7464576.1,241061.3,1931
4019,126052,Office,7282291.1,2134249.8,1916
4020,122330,Office,8991096.1,1825462.4,1908
4021,60450,Office,3184315.7,673601.2,1915
4022,60141,Multifamily Housing,5506337.4,337094.2,1920
4023,61092,Multifamily Housing,3213149,181100,1921
4024,53701,Multifamily Housing,3646527,255867.9,1910
4025,197167,Multifamily Housing,17183119.1,1118277.7,1966
4026,134517,Multifamily Housing,7805765.1,NA,1953
4027,54928,Multifamily Housing,4917182.1,353528,1925
4028,54000,Manufacturing/Industrial Plant,1929827.2,565599.9,1928
4029,70000,Multifamily Housing,4093883.3,214502.3,1970
4030,120212,Multifamily Housing,12972653.5,797379.9,1963
4031,71959,Office,7664724.5,1522617.2,1911
4032,80000,Other,12865928.4,736442,1950
4033,101024,Multifamily Housing,8560222,132798,1920
4034,100128,Multifamily Housing,8361631.3,698418.8,1928
4035,86576,Multifamily Housing,6707044.3,307441.1,1903
4036,63285,Multifamily Housing,5011731,191875.5,1931
4037,57400,Multifamily Housing,5103675.8,217007.9,1931
4038,54000,Multifamily Housing,1645144.6,342527.7,1985
4039,72279,Multifamily Housing,4246039.1,482016,1989
4040,162454,Multifamily Housing,3051275.3,585035.5,1949
4041,74109,Multifamily Housing,6026922.8,275528.7,1927
4042,63000,Multifamily Housing,6182680.9,263238.5,1927
4043,108360,Multifamily Housing,11550585.4,806814.1,1957
4044,154012,Multifamily Housing,14649096.5,626299.2,1962
4045,70597,Multifamily Housing,6693269.1,258723.9,1963
4046,87860,Multifamily Housing,8184657.7,348281,1956
4047,97928,Multifamily Housing,8732709.6,425765.2,1961
4048,114258,Multifamily Housing,9249878,384780.3,1962
4049,103163,Multifamily Housing,8808839.9,315168.5,1941
4050,72100,Multifamily Housing,4814010.6,184585.1,1940
4051,58643,Multifamily Housing,5360399.8,247521.2,1941
4052,122840,Multifamily Housing,5939036.9,520281.5,1951
4053,154000,Multifamily Housing,11285492,425844.5,1940
4054,105000,Multifamily Housing,9116258.1,307446.2,1936
4055,487501,Financial Office,37484691.4,8883240.7,1984
4056,100993,Mixed Use Property,11585054.2,2052007,2004
4057,81410,Office,3805784.4,585220,1930
4058,60900,Office,3845667.3,408733.9,1903
4059,70000,Multifamily Housing,3366934.9,230438.9,1924
4060,72538,Multifamily Housing,6062874.1,442782.3,1998
4061,71417,Multifamily Housing,8894736.7,537620.6,1928
4062,191512,Multifamily Housing,11398210.5,710603.9,1956
4063,70612,Multifamily Housing,9028913.5,330604.3,1926
4064,57712,Multifamily Housing,7420873.1,307377.8,1964
4065,138634,Multifamily Housing,11025961.6,469830.3,1953
4066,104500,Multifamily Housing,9689401.4,429082.1,1940
4067,51900,Multifamily Housing,6437984.9,217934.6,1929
4068,61750,Multifamily Housing,8540015.1,285250.8,1927
4069,61517,Multifamily Housing,9298599.2,331388.5,1961
4070,59050,Multifamily Housing,5782606.2,220639.1,1927
4071,106200,Multifamily Housing,10214635.9,325773.2,1931
4072,126500,Multifamily Housing,11637921.1,454388.8,1931
4073,62250,Multifamily Housing,6476178.9,200834.7,1929
4074,56250,Multifamily Housing,6783028.6,195231.1,1931
4075,84520,Multifamily Housing,2128071.6,409443.9,1960
4076,100052,Multifamily Housing,9686565.4,400575.8,1955
4077,112559,Multifamily Housing,5296143.8,1237379.1,1928
4078,136465,Multifamily Housing,14344801.8,606353.4,1929
4079,66500,Multifamily Housing,4187156.3,125275.1,1930
4080,70560,Multifamily Housing,4103933,162547,1938
4081,79200,Multifamily Housing,5957048.5,233149.1,1944
4082,139808,Multifamily Housing,11871623.9,505468.5,1927
4083,62634,Multifamily Housing,6781988.8,226361.3,1940
4084,104573,Multifamily Housing,7404592.7,465979.7,1969
4085,177333,Multifamily Housing,11416389.8,539704.5,1946
4086,281079,Multifamily Housing,40254995.3,1320237.2,1966
4087,134006,Multifamily Housing,12513450,514862.6,1949
4088,86333,Multifamily Housing,5880870.1,301364,1941
4089,80911,Multifamily Housing,1392007.9,318994.1,1928
4090,92750,Multifamily Housing,8271352.4,241833,1928
4091,71983,Multifamily Housing,6211209.3,203200.4,1938
4092,55200,Multifamily Housing,4249952.3,334199.6,1963
4093,135100,Multifamily Housing,9313553.9,385391.8,1947
4094,135961,Multifamily Housing,2119112.9,561298,1963
4095,83790,Multifamily Housing,6004744,333070.6,1964
4096,79560,Multifamily Housing,9278568.7,307844.5,1932
4097,224000,Multifamily Housing,11622199.6,746965.2,1951
4098,93394,Multifamily Housing,7664182,335794.9,1954
4099,122085,Multifamily Housing,8757690.9,473748.8,1951
4100,62002,Multifamily Housing,4538899.3,339763.8,1963
4101,206046,Multifamily Housing,14134108.9,779389.6,1957
4102,157333,Multifamily Housing,14530048.3,572717.2,1950
4103,146025,Multifamily Housing,11424874.8,208945.7,1952
4104,127400,Multifamily Housing,10848218.9,531018.7,1961
4105,87655,Multifamily Housing,7054070.5,NA,1938
4106,100100,Multifamily Housing,11438241.1,513604.5,1955
4107,85000,Manufacturing/Industrial Plant,925774.5,36197.1,1910
4108,106365,Multifamily Housing,10320235,494300.5,1954
4109,142933,Multifamily Housing,9324296.3,368269,1952
4110,102902,Multifamily Housing,6662279,416763.8,1973
4111,110319,Multifamily Housing,8451906.7,498414.6,1973
4112,99254,Multifamily Housing,11399081.9,434486.7,1932
4113,87929,Multifamily Housing,5702790.5,380698.9,1962
4114,142015,Multifamily Housing,12666286.2,533454.2,1923
4115,89565,Multifamily Housing,5835156.1,346268.3,1966
4116,207307,Multifamily Housing,14524186.1,1227507,1963
4117,72432,Multifamily Housing,2060170.6,603801.4,1985
4118,87598,Multifamily Housing,5238823.2,246483,1939
4119,98203,Multifamily Housing,6969927.1,400076.9,1957
4120,106575,Multifamily Housing,6914499,257330.5,1938
4121,124124,Multifamily Housing,7395380.8,340901,1937
4122,123666,Multifamily Housing,7390670.4,356118.6,1941
4123,130830,Multifamily Housing,9420335.7,424290.3,1938
4124,81666,Multifamily Housing,5459361.3,225787.5,1939
4125,109994,Multifamily Housing,7943024,300487.5,1940
4126,145366,Multifamily Housing,12685001.7,479795.7,1949
4127,82103,Multifamily Housing,8324354.5,454038.9,1927
4128,109592,Multifamily Housing,7692044.9,335038.9,1937
4129,105029,Multifamily Housing,6079900.5,294955.4,1939
4130,63000,Multifamily Housing,4176400.9,179346.1,1940
4131,77125,Multifamily Housing,4249564.6,189955.4,1936
4132,70127,Multifamily Housing,4952303.4,219912.7,1941
4133,87500,Multifamily Housing,4793610.7,214458.7,1931
4134,63959,Multifamily Housing,4281314.5,186901.2,1932
4135,143411,Multifamily Housing,6999962.6,1142672.9,2008
4136,51650,Multifamily Housing,4616841.7,273312.3,1932
4137,54630,Multifamily Housing,4230219,332625.7,1941
4138,56300,Multifamily Housing,5372432.5,177358.1,1958
4139,107124,Multifamily Housing,10134148.4,367974.2,1963
4140,55200,Multifamily Housing,4212265.1,14112.3,1915
4141,58800,Multifamily Housing,4280893.6,171795.4,1928
4142,63700,Multifamily Housing,5492493.6,192430,1927
4143,63250,Multifamily Housing,5196963.2,256928.2,1922
4144,108782,Multifamily Housing,9355733.1,414399,1932
4145,88444,Multifamily Housing,7478828.2,470354.5,1927
4146,76992,Multifamily Housing,7003259.3,437880.7,1928
4147,73800,Office,9424638.8,2484136.7,1921
4148,62171,Multifamily Housing,3360166.5,252613.6,1961
4149,63250,Multifamily Housing,5811112,289252.4,1922
4150,68688,Multifamily Housing,5292715.1,263641,1922
4151,62230,Multifamily Housing,4945431.8,320479.4,1905
4152,121731,Retail Store,12163034.8,2116754.1,2000
4153,135743,Retail Store,10115301.6,2317748.2,2008
4154,78894,Retail Store,7139775.7,1238731.1,2002
4155,146485,Retail Store,10798477.3,1581977.1,2006
4156,136026,Retail Store,13769461,2329939.8,1999
4157,100944,Retail Store,8775825.4,1665028.2,2007
4158,138741,Retail Store,37757074.2,2272489,1998
4159,125460,Retail Store,9717883.8,1728340.7,2001
4160,115459,Retail Store,7277555.5,1756282.4,1997
4161,122384,Retail Store,10221148.1,1843021.3,1994
4162,116592,Retail Store,8203097.1,1677780.7,2001
4163,122661,Retail Store,10927397.1,1520527.1,1997
4164,133137,Retail Store,10507624.2,2097964.4,2001
4165,63731,Multifamily Housing,2118861.1,509982.7,2007
4166,91574,Multifamily Housing,7184205.4,328043.9,1925
4167,538969,Office,43381190.7,9257804.5,1914
4168,275135,Multifamily Housing,18535273.9,1653793.3,1957
4169,54476,Multifamily Housing,4975634.8,372880.8,1928
4170,90400,Multifamily Housing,5027433.1,303049.7,1950
4171,61282,Office,9320323.4,912763,2005
4172,116579,Multifamily Housing,9267867.6,388558.9,1926
4173,56858,Multifamily Housing,5953230.8,291626.8,2005
4174,160265,Multifamily Housing,8735227.8,557878.9,2012
4175,140031,Multifamily Housing,13684098.5,736934.4,1982
4176,180000,Non-Refrigerated Warehouse,1689003.7,205980,1968
4177,414000,Multifamily Housing,43518892.5,3663349.4,1978
4178,118384,Multifamily Housing,8475492,329591.8,1927
4179,79745,Office,6540624.7,1145281,1910
4180,88655,Multifamily Housing,5938549.6,273393.2,1937
4181,114874,Office,7064133.3,1696766,1928
4182,85500,Multifamily Housing,9167246.5,306784.9,1954
4183,81144,Multifamily Housing,6242638.3,273805.7,1931
4184,84600,Multifamily Housing,4578364.1,202308.6,1941
4185,146880,Multifamily Housing,15346575,780159.9,1962
4186,81900,Multifamily Housing,5817600.7,256281.3,1955
4187,116530,Multifamily Housing,7640065.2,414544.6,1964
